0	0	0
1	1	0.00182149362477231
2	2	0.00364298724954463
3	3	0.00546448087431694
4	4	0.00728597449908925
5	5	0.00910746812386157
6	6	0.0109289617486339
7	7	0.0127504553734062
8	8	0.0145719489981785
9	10	0.0182149362477231
10	15	0.0273224043715847
11	20	0.0364298724954463
12	30	0.0546448087431694
13	40	0.0728597449908925
14	40	0.0728597449908925
15	40	0.0728597449908925
16	40	0.0728597449908925
17	42	0.0765027322404372
18	41	0.0746812386156648
19	38	0.0692167577413479
20	35	0.063752276867031
21	30	0.0546448087431694
22	25	0.0455373406193078
23	20	0.0364298724954463
24	15	0.0273224043715847
25	10	0.0182149362477231
26	7	0.0127504553734062
27	5	0.00910746812386157
28	4	0.00728597449908925
29	3	0.00546448087431694
30	2	0.00364298724954463
31	1	0.00182149362477231
